32,32,23,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,23,00,00,00,00,00,00,00,00,37,00,00,00,00,00,00,00,00,00,00,00,00,00,14,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,37,00,00,00,00,00,00,00,00,00,00,00,00,23,23,23,00,00,00,14,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,23,33,33,33,33,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,23,00,00,23,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,23,00,00,00,00,00,00,14,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,23,00,31,00,00,00,26,00,24,24,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,23,23,00,00,31,00,00,23,23,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,11,12,12,15,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,31,00,00,25,00,00,00,00,00,00,00,36,00,00,00,29,00,00,00,00,00,00,14,15,15,15,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,31,00,00,00,00,00,00,00,00,30,00,00,00,00,00,23,23,00,00,00,00,00,14,15,15,15,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,23,23,00,03,23,00,00,00,00,00,00,00,00,30,00,00,23,00,11,13,08,08,08,08,08,08,17,18,18,19,09,09,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,07,00,06,05,23,00,00,01,00,23,00,36,06,30,00,23,00,00,14,16,09,09,09,09,09,09,09,09,09,09,09,09,09,23,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,10,00
12,12,12,12,12,13,00,11,13,00,00,11,12,12,12,13,00,00,00,14,16,09,09,09,09,09,09,09,09,09,09,09,09,09,23,00,00,23,00,00,00,23,23,00,00,00,00,23,00,00,00,00,23,13
